Event	ID	Name			Wwise Object Path	Notes
	73987256	Stop_ibis_walla_01_stereo			\Default Work Unit\Ibis\Walla\Stop_ibis_walla_01_stereo	
	202704733	Stop_Walla			\Default Work Unit\Cockatoo\SFX\Stop_Walla	
	395191982	Play_ibis_walla_01_stereo			\Default Work Unit\Ibis\Walla\Play_ibis_walla_01_stereo	
	499011499	Play_wombat_walla_01_stereo			\Default Work Unit\Wombat\Walla\Play_wombat_walla_01_stereo	
	562855495	Play_Walla			\Default Work Unit\Cockatoo\Walla\Play_Walla	
	1137965768	Play_Walla_02			\Default Work Unit\Lorikeet\Walla\Play_Walla_02	
	1137965769	Play_Walla_03			\Default Work Unit\Magpie\Walla\Play_Walla_03	
	1137965771	Play_Walla_01			\Default Work Unit\Kookaburra\Walla\Play_Walla_01	
	1137965774	Play_Walla_04			\Default Work Unit\Possum\Walla\Play_Walla_04	
	1183164895	Stop_koala_walla_01_stereo			\Default Work Unit\Koala\Walla\Stop_koala_walla_01_stereo	
	1466473721	Stop_Walla_01			\Default Work Unit\Kookaburra\Walla\Stop_Walla_01	
	1466473722	Stop_Walla_02			\Default Work Unit\Lorikeet\Walla\Stop_Walla_02	
	1466473723	Stop_Walla_03			\Default Work Unit\Magpie\Walla\Stop_Walla_03	
	1466473724	Stop_Walla_04			\Default Work Unit\Possum\Walla\Stop_Walla_04	
	2129048537	Stop_wombat_walla_01_stereo			\Default Work Unit\Wombat\Walla\Stop_wombat_walla_01_stereo	
	4167803777	Play_koala_walla_01_stereo			\Default Work Unit\Koala\Walla\Play_koala_walla_01_stereo	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	331113	possum-chatter_screech_walla_01-stereo	D:\Uni\Unity\Solarvale\solarvale-tale-of-the-sunroot\solarvale-tale-of-the-sunroot_WwiseProject\.cache\Windows\SFX\Possum\Stereo\possum-chatter_screech_walla_01-stereo_C6EBC143.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Animals\Possum\Walla\possum-chatter_screech_walla_01-stereo		955248
	50422221	kookaburra-laugh_walla_06-stereo	D:\Uni\Unity\Solarvale\solarvale-tale-of-the-sunroot\solarvale-tale-of-the-sunroot_WwiseProject\.cache\Windows\SFX\Kookaburra\Stereo\kookaburra-laugh_walla_06-stereo_2E065438.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Animals\Kookaburra\Walla\kookaburra-laugh_walla_06-stereo		164164
	88830038	kookaburra-laugh_walla_04-stereo	D:\Uni\Unity\Solarvale\solarvale-tale-of-the-sunroot\solarvale-tale-of-the-sunroot_WwiseProject\.cache\Windows\SFX\Kookaburra\Stereo\kookaburra-laugh_walla_04-stereo_F14B6172.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Animals\Kookaburra\Walla\kookaburra-laugh_walla_04-stereo		190117
	160323271	kookaburra-laugh_walla_03-stereo	D:\Uni\Unity\Solarvale\solarvale-tale-of-the-sunroot\solarvale-tale-of-the-sunroot_WwiseProject\.cache\Windows\SFX\Kookaburra\Stereo\kookaburra-laugh_walla_03-stereo_A1BABFBE.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Animals\Kookaburra\Walla\kookaburra-laugh_walla_03-stereo		184429
	246656770	magpie-walla_02-stereo	D:\Uni\Unity\Solarvale\solarvale-tale-of-the-sunroot\solarvale-tale-of-the-sunroot_WwiseProject\.cache\Windows\SFX\Magpie\Stereo\magpie-walla_02-stereo_28030240.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Animals\Magpie\Walla\magpie-walla_02-stereo		1600656
	260310295	possum-chatter_screech_walla_02-stereo	D:\Uni\Unity\Solarvale\solarvale-tale-of-the-sunroot\solarvale-tale-of-the-sunroot_WwiseProject\.cache\Windows\SFX\Possum\Stereo\possum-chatter_screech_walla_02-stereo_CC63C9F6.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Animals\Possum\Walla\possum-chatter_screech_walla_02-stereo		415013
	283710008	kookaburra-laugh_walla_02-stereo	D:\Uni\Unity\Solarvale\solarvale-tale-of-the-sunroot\solarvale-tale-of-the-sunroot_WwiseProject\.cache\Windows\SFX\Kookaburra\Stereo\kookaburra-laugh_walla_02-stereo_00CCE407.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Animals\Kookaburra\Walla\kookaburra-laugh_walla_02-stereo		164687
	341567636	kookaburra-laugh_walla_09-stereo	D:\Uni\Unity\Solarvale\solarvale-tale-of-the-sunroot\solarvale-tale-of-the-sunroot_WwiseProject\.cache\Windows\SFX\Kookaburra\Stereo\kookaburra-laugh_walla_09-stereo_5F538828.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Animals\Kookaburra\Walla\kookaburra-laugh_walla_09-stereo		289440
	408034311	kookaburra-laugh_walla_07-stereo	D:\Uni\Unity\Solarvale\solarvale-tale-of-the-sunroot\solarvale-tale-of-the-sunroot_WwiseProject\.cache\Windows\SFX\Kookaburra\Stereo\kookaburra-laugh_walla_07-stereo_2012C1A6.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Animals\Kookaburra\Walla\kookaburra-laugh_walla_07-stereo		184233
	426785514	cockatoo-walla_loop_01-stereo	D:\Uni\Unity\Solarvale\solarvale-tale-of-the-sunroot\solarvale-tale-of-the-sunroot_WwiseProject\.cache\Windows\SFX\Cockatoo\Stereo_Cockatoo\cockatoo-walla_loop_01-stereo_66396735.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Animals\Cockatoo\Walla\cockatoo-walla_loop_01-stereo		93244
